#  i    j     Ez     Tz    Tzl
  25   75    3.2   52.9    3.2
  25   76    3.2    3.2    3.2
  25   77    3.1    3.1    3.1
  25   78    2.9    2.9    2.9
  25   79    2.9    2.9    2.9
  25   80    2.9    2.9    2.9
  25   81    2.9    2.9    2.9
  25   82    3.0    3.0    3.0
  25   83    2.7    2.7    2.7
  25   84    2.5    2.5    2.5
  25   85    2.2    2.2    2.2
  25   86    2.0    2.0    2.0
  25   87    2.6    2.6    2.6
  25   88    3.2    3.2    3.2
  25   89    3.2    3.2    3.2
  25   90    3.1    3.1    3.1
  25   91    3.1    3.1    3.1
  25   92    3.0    3.0    3.0
  25   93    3.3   10.8    3.3
  25   94    3.8   33.9    3.8
  25   95    4.2   22.9    4.2
  25   96    4.2    8.2    4.2
  25   97    4.5    5.9    4.5
  25   98    5.0   16.1    5.0
  25   99    5.2   34.8    5.2
  25  100    5.1   32.9    5.1
  26    1    3.7    9.6    3.7
  26    2    3.8    6.7    3.8
  26    3    3.9    3.9    3.9
  26    4    3.8    3.8    3.8
  26    5    3.8    3.8    3.8
  26    6    3.5   54.6    3.5
  26    7    3.4   24.8    3.4
  26    8    3.2   33.1    3.2
  26    9    2.9    5.5    2.9
  26   10    2.7    2.7    2.7
  26   11    2.5    2.5    2.5
  26   12    2.5    2.5    2.5
  26   13    2.6   20.2    2.6
  26   14    2.9   32.5    2.9
  26   15    3.1   80.5    3.1
  26   16    3.1   56.3    3.1
  26   17    3.0   31.4    3.0
  26   18    3.0   40.8    3.0
  26   19    3.0   12.4    3.0
  26   20    3.0   40.2    3.0
  26   21    3.0   30.9    3.0
  26   22    3.0   21.6    3.0
  26   23    2.8    9.8    2.8
  26   24    2.7    2.7    2.7
  26   25    2.8    2.8    2.8
  26   26    2.9    2.9    2.9
  26   27    2.9    2.9    2.9
  26   28    3.0    3.0    3.0
  26   29    3.0    3.0    3.0
  26   30    3.0    9.9    3.0
  26   31    2.9  113.4    2.9
  26   32    2.9  113.4    2.9
  26   33    2.9  113.4    2.9
  26   34    2.9  113.4    2.9
  26   35    2.9  113.4    2.9
  26   36    2.8    9.7    2.8
  26   37    2.9    2.9    2.9
  26   38    3.0   28.9    3.0
  26   39    3.1   32.6    3.1
  26   40    3.2   32.6    3.2
  26   41    3.2   32.6    3.2
  26   42    3.2   21.6    3.2
  26   43    3.2   55.8    3.2
  26   44    3.0   11.8    3.0
  26   45    3.1    3.1    3.1
  26   46    3.0    3.0    3.0
  26   47    3.0    3.0    3.0
  26   48    2.9    2.9    2.9
  26   49    2.6    2.6    2.6
  26   50    2.3    2.3    2.3
  26   51    1.9    1.9    1.9
  26   52    1.7    1.7    1.7
  26   53    1.5    1.5    1.5
  26   54    1.5    1.5    1.5
  26   55    1.4    1.4    1.4
  26   56    1.5    1.5    1.5
  26   57    2.2    2.2    2.2
  26   58    2.7    2.7    2.7
  26   59    2.8    2.8    2.8
  26   60    2.6    2.6    2.6
  26   61    3.2    3.2    3.2
  26   62    4.8    4.8    4.8
  26   63    4.9    4.9    4.9
  26   64    5.6    5.6    5.6
  26   65    4.7    4.7    4.7
  26   66    4.5    4.5    4.5
  26   67    4.3    4.3    4.3
  26   68    1.5    1.5    1.5
  26   69    2.0    2.0    2.0
  26   70    3.2   86.2    3.2
  26   71    3.4   86.2    3.4
  26   72    3.5   93.9    3.5
  26   73    2.0  117.0    2.0
  26   74    2.7  117.0    2.7
  26   75    3.3  117.0    3.3
  26   76    3.3    3.3    3.3
  26   77    3.0    3.0    3.0
  26   78    3.0   10.1    3.0
  26   79    3.1    3.1    3.1
  26   80    3.1    3.1    3.1
  26   81    3.0    3.0    3.0
  26   82    3.0    3.0    3.0
  26   83    3.0    3.0    3.0
  26   84    3.0    3.0    3.0
  26   85    3.0    3.0    3.0
  26   86    3.1    3.1    3.1
  26   87    3.1    3.1    3.1
  26   88    3.1    3.1    3.1
  26   89    3.3    3.3    3.3
  26   90    3.4    7.4    3.4
  26   91    3.5    6.2    3.5
  26   92    3.2    3.9    3.2
  26   93    3.3   17.7    3.3
  26   94    3.3   64.3    3.3
  26   95    3.9   64.3    3.9
  26   96    4.4   19.4    4.4
  26   97    4.3    4.3    4.3
  26   98    2.0   18.7    2.0
  26   99    3.7   34.8    3.7
  26  100    5.2   20.0    5.2
  27    1    3.7   15.2    3.7
  27    2    3.8    5.7    3.8
  27    3    3.9    3.9    3.9
  27    4    3.9    3.9    3.9
  27    5    3.8    3.8    3.8
  27    6    3.7   27.2    3.7
  27    7    3.5   44.7    3.5
  27    8    3.3   22.4    3.3
  27    9    3.0    3.0    3.0
  27   10    2.8    2.8    2.8
  27   11    2.5    2.5    2.5
  27   12    2.4    2.4    2.4
  27   13    2.4    2.4    2.4
  27   14    2.8    7.6    2.8
  27   15    2.7   46.5    2.7
  27   16    2.8   34.3    2.8
  27   17    3.0   40.8    3.0
  27   18    2.9   36.1    2.9
  27   19    2.9   14.6    2.9
  27   20    3.0   40.2    3.0
  27   21    3.0   40.2    3.0
  27   22    3.0   40.2    3.0
  27   23    3.0   28.6    3.0
  27   24    2.9   12.6    2.9
  27   25    2.9   24.2    2.9
  27   26    3.0   16.5    3.0
  27   27    3.0    8.8    3.0
  27   28    3.0    3.0    3.0
  27   29    2.9    2.9    2.9
  27   30    2.9   16.7    2.9
  27   31    2.7   99.6    2.7
  27   32    2.7  113.4    2.7
  27   33    2.9  113.4    2.9
  27   34    2.8  113.4    2.8
  27   35    2.8   92.7    2.8
  27   36    2.8    2.8    2.8
  27   37    2.9    2.9    2.9
  27   38    3.1   81.2    3.1
  27   39    3.1   44.6    3.1
  27   40    3.2   32.6    3.2
  27   41    3.2   32.6    3.2
  27   42    3.3   21.2    3.3
  27   43    3.3  143.6    3.3
  27   44    3.3   20.8    3.3
  27   45    3.3   38.0    3.3
  27   46    3.2   32.6    3.2
  27   47    3.1   21.9    3.1
  27   48    3.1    8.5    3.1
  27   49    3.0    3.0    3.0
  27   50    3.0    3.0    3.0
  27   51    3.1    3.1    3.1
  27   52    2.7    2.7    2.7
  27   53    2.4    2.4    2.4
  27   54    2.2    2.2    2.2
  27   55    1.7    1.7    1.7
  27   56    2.0    2.3    2.0
  27   57    2.4    2.4    2.4
  27   58    2.6    2.6    2.6
  27   59    2.7    2.7    2.7
  27   60    2.2    2.2    2.2
  27   61    1.5    1.5    1.5
  27   62    1.7    1.7    1.7
  27   63    1.7    1.7    1.7
  27   64    2.6    2.6    2.6
  27   65    1.7    1.7    1.7
  27   66    2.6    2.6    2.6
  27   67    2.2    2.2    2.2
  27   68    1.6    1.6    1.6
  27   69    2.3    2.3    2.3
  27   70    3.4   34.5    3.4
  27   71    3.6   39.7    3.6
  27   72    3.3   40.1    3.3
  27   73    1.2   66.5    1.2
  27   74    2.8   88.5    2.8
  27   75    3.3   81.4    3.3
  27   76    3.2    3.2    3.2
  27   77    3.1    3.1    3.1
  27   78    3.1   74.2    3.1
  27   79    3.4  116.9    3.4
  27   80    3.3   95.6    3.3
  27   81    3.5   67.3    3.5
  27   82    3.4    3.4    3.4
  27   83    3.5    3.5    3.5
  27   84    3.2    3.2    3.2
  27   85    3.1    3.1    3.1
  27   86    3.2    3.2    3.2
  27   87    3.5    3.5    3.5
  27   88    3.7    3.7    3.7
  27   89    3.8    6.6    3.8
  27   90    3.5   11.3    3.5
  27   91    3.7    6.9    3.7
  27   92    3.3    4.6    3.3
  27   93    3.3   20.5    3.3
  27   94    2.4   33.4    2.4
  27   95    2.4   36.8    2.4
  27   96    4.1    4.1    4.1
  27   97    4.3    4.3    4.3
  27   98    1.8   20.5    1.8
  27   99    3.8   34.8    3.8
  27  100    5.2   11.9    5.2
  28    1    3.9   40.3    3.9
  28    2    3.9   17.4    3.9
  28    3    4.0    6.1    4.0
  28    4    4.1    4.1    4.1
  28    5    4.1    4.1    4.1
  28    6    3.7    7.6    3.7
  28    7    3.5   19.2    3.5
  28    8    2.3    2.3    2.3
  28    9    3.1    3.1    3.1
  28   10    2.9    2.9    2.9
  28   11    2.6    2.6    2.6
  28   12    2.5    2.5    2.5
  28   13    2.4    3.7    2.4
  28   14    2.5    4.5    2.5
  28   15    2.5    2.5    2.5
  28   16    2.7   14.6    2.7
  28   17    2.7   40.8    2.7
  28   18    2.7   26.5    2.7
  28   19    2.9   23.9    2.9
  28   20    3.0   40.2    3.0
  28   21    3.0   40.2    3.0
  28   22    3.0   40.2    3.0
  28   23    2.9   16.9    2.9
  28   24    2.9   24.2    2.9
  28   25    3.0   33.9    3.0
  28   26    3.0   33.9    3.0
  28   27    2.9   33.9    2.9
  28   28    2.9   30.0    2.9
  28   29    2.8   14.5    2.8
  28   30    2.9   10.5    2.9
  28   31    2.7    4.6    2.7
  28   32    2.7    9.6    2.7
  28   33    2.4   37.0    2.4
  28   34    2.5   71.7    2.5
  28   35    2.6   51.0    2.6
  28   36    2.8    2.8    2.8
  28   37    2.9   38.1    2.9
  28   38    3.0  143.6    3.0
  28   39    3.1  143.6    3.1
  28   40    3.2  127.9    3.2
  28   41    3.2  102.0    3.2
  28   42    3.2   91.0    3.2
  28   43    3.1  117.2    3.1
  28   44    3.2    8.5    3.2
  28   45    3.2   46.0    3.2
  28   46    3.2   46.0    3.2
  28   47    3.2   46.0    3.2
  28   48    3.2   46.0    3.2
  28   49    3.0   40.6    3.0
  28   50    2.8    5.4    2.8
  28   51    2.8    9.9    2.8
  28   52    3.1    3.1    3.1
  28   53    3.0    3.0    3.0
  28   54    2.9    2.9    2.9
  28   55    2.8    2.8    2.8
  28   56    2.7    2.7    2.7
  28   57    2.7    2.7    2.7
  28   58    2.7    2.7    2.7
  28   59    2.6    2.6    2.6
  28   60    2.1    2.1    2.1
  28   61    1.4    1.4    1.4
  28   62    1.4    1.4    1.4
  28   63    1.5    1.5    1.5
  28   64    1.5    1.5    1.5
  28   65    1.6    1.6    1.6
  28   66    1.5    1.5    1.5
  28   67    1.4    1.4    1.4
  28   68    1.5    1.5    1.5
  28   69    2.2    2.2    2.2
  28   70    3.1   90.4    3.1
  28   71    3.4   97.1    3.4
  28   72    3.4    3.4    3.4
  28   73    2.0    2.0    2.0
  28   74    1.6    1.6    1.6
  28   75    3.1    3.1    3.1
  28   76    3.0    3.0    3.0
  28   77    3.0    3.0    3.0
  28   78    3.0   95.6    3.0
  28   79    3.2  116.9    3.2
  28   80    3.4  116.9    3.4
  28   81    3.5   95.7    3.5
  28   82    3.7   31.7    3.7
  28   83    3.7   52.8    3.7
  28   84    3.3   24.4    3.3
  28   85    3.1    3.1    3.1
  28   86    3.4    3.4    3.4
  28   87    3.8   13.2    3.8
  28   88    4.1   60.2    4.1
  28   89    4.0   32.0    4.0
  28   90    3.8    5.7    3.8
  28   91    3.8    3.8    3.8
  28   92    3.4    3.4    3.4
  28   93    3.4   61.5    3.4
  28   94    3.8   42.5    3.8
  28   95    4.3   42.8    4.3
  28   96    4.4    4.4    4.4
  28   97    4.3    4.3    4.3
  28   98    1.8   26.5    1.8
  28   99    4.2   34.8    4.2
  28  100    5.1    6.8    5.1
  29    1    4.0   65.3    4.0
  29    2    4.0   42.3    4.0
  29    3    4.1    8.0    4.1
  29    4    4.3    4.3    4.3
  29    5    4.0    4.0    4.0
  29    6    3.8    3.8    3.8
  29    7    2.6    2.6    2.6
  29    8    3.0    3.0    3.0
  29    9    3.3   29.3    3.3
  29   10    3.0   37.8    3.0
  29   11    2.8   24.6    2.8
  29   12    2.6    6.9    2.6
  29   13    2.5    2.5    2.5
  29   14    2.5    5.8    2.5
  29   15    2.5    4.4    2.5
  29   16    2.6    7.4    2.6
  29   17    2.6   21.7    2.6
  29   18    2.7   12.3    2.7
  29   19    2.9   35.5    2.9
  29   20    3.2   40.2    3.2
  29   21    3.1   40.2    3.1
  29   22    2.9   40.2    2.9
  29   23    2.9    7.5    2.9
  29   24    2.9   32.0    2.9
  29   25    3.0   33.9    3.0
  29   26    2.9   28.6    2.9
  29   27    2.9   29.0    2.9
  29   28    2.8   33.9    2.8
  29   29    2.8   12.5    2.8
  29   30    2.9   29.9    2.9
  29   31    2.9   33.7    2.9
  29   32    2.9   27.9    2.9
  29   33    3.0   20.2    3.0
  29   34    3.0   12.6    3.0
  29   35    2.6    2.6    2.6
  29   36    2.8    2.8    2.8
  29   37    2.9   20.5    2.9
  29   38    3.1   90.9    3.1
  29   39    3.1  126.0    3.1
  29   40    3.1  143.6    3.1
  29   41    3.2  143.6    3.2
  29   42    3.1  143.6    3.1
  29   43    3.0   82.1    3.0
  29   44    3.0   11.5    3.0
  29   45    3.2   17.6    3.2
  29   46    3.3   22.0    3.3
  29   47    3.3   35.3    3.3
  29   48    3.2   46.0    3.2
  29   49    3.0   40.6    3.0
  29   50    2.6    2.6    2.6
  29   51    2.9   73.9    2.9
  29   52    3.3  109.4    3.3
  29   53    3.3   32.3    3.3
  29   54    3.1   30.5    3.1
  29   55    3.0   14.8    3.0
  29   56    3.0    3.0    3.0
  29   57    2.9    2.9    2.9
  29   58    2.9    2.9    2.9
  29   59    2.8    2.8    2.8
  29   60    2.8    2.8    2.8
  29   61    2.3    2.3    2.3
  29   62    1.8    1.8    1.8
  29   63    1.5    1.5    1.5
  29   64    1.7    1.7    1.7
  29   65    2.6    2.6    2.6
  29   66    1.5    1.5    1.5
  29   67    1.4    1.4    1.4
  29   68    1.4    1.4    1.4
  29   69    2.4    2.4    2.4
  29   70    3.1  110.5    3.1
  29   71    3.3   97.1    3.3
  29   72    2.1    2.1    2.1
  29   73    2.0    2.0    2.0
  29   74    1.9    1.9    1.9
  29   75    3.0    3.0    3.0
  29   76    3.0    3.0    3.0
  29   77    3.0    3.0    3.0
  29   78    3.1   88.5    3.1
  29   79    3.2  116.9    3.2
  29   80    3.4  116.9    3.4
  29   81    3.5   67.3    3.5
  29   82    3.7   73.8    3.7
  29   83    3.6  115.9    3.6
  29   84    3.3  108.9    3.3
  29   85    3.1    3.1    3.1
  29   86    3.4    3.4    3.4
  29   87    3.8   41.2    3.8
  29   88    3.9  153.5    3.9
  29   89    3.9  153.5    3.9
  29   90    3.7  153.5    3.7
  29   91    3.4   12.8    3.4
  29   92    3.3    3.3    3.3
  29   93    2.6  158.4    2.6
  29   94    2.4  158.4    2.4
  29   95    3.5  158.4    3.5
  29   96    4.1    4.1    4.1
  29   97    4.3    4.3    4.3
  29   98    3.9   13.6    3.9
  29   99    4.5   19.7    4.5
  29  100    4.3    5.1    4.3
  30    1    4.0   53.8    4.0
  30    2    4.0   65.3    4.0
  30    3    4.0   53.8    4.0
  30    4    3.9    7.8    3.9
  30    5    3.8    3.8    3.8
  30    6    3.7    3.7    3.7
  30    7    3.4    3.4    3.4
  30    8    3.5    7.9    3.5
  30    9    3.4   68.3    3.4
  30   10    3.2   72.6    3.2
  30   11    2.9   72.6    2.9
  30   12    2.7   20.1    2.7
  30   13    2.6    3.2    2.6
  30   14    2.7    2.7    2.7
  30   15    2.6    7.2    2.6
  30   16    2.5    6.5    2.5
  30   17    2.6    2.6    2.6
  30   18    2.6    2.6    2.6
  30   19    3.0    5.4    3.0
  30   20    2.9   14.5    2.9
  30   21    3.0   26.2    3.0
  30   22    2.9   30.9    2.9
  30   23    2.9    8.7    2.9
  30   24    2.9   33.9    2.9
  30   25    2.8   33.9    2.8
  30   26    2.9   31.8    2.9
  30   27    2.9   41.4    2.9
  30   28    2.9   34.2    2.9
  30   29    2.8    6.6    2.8
  30   30    2.8   33.7    2.8
  30   31    3.0   33.7    3.0
  30   32    3.0   33.7    3.0
  30   33    3.1   33.7    3.1
  30   34    3.0   33.7    3.0
  30   35    3.0    6.8    3.0
  30   36    2.9    2.9    2.9
  30   37    3.0    6.8    3.0
  30   38    3.1    5.9    3.1
  30   39    3.1    3.1    3.1
  30   40    3.1   20.7    3.1
  30   41    3.1   64.6    3.1
  30   42    3.0   90.9    3.0
  30   43    3.0   29.4    3.0
  30   44    3.0   26.4    3.0
  30   45    3.1   37.0    3.1
  30   46    3.3   30.7    3.3
  30   47    3.2   22.2    3.2
  30   48    3.2   18.5    3.2
  30   49    3.0   15.3    3.0
  30   50    2.9    2.9    2.9
  30   51    2.9  109.4    2.9
  30   52    3.1  109.4    3.1
  30   53    3.2   34.5    3.2
  30   54    3.2   65.8    3.2
  30   55    3.2   65.8    3.2
  30   56    3.2    3.2    3.2
  30   57    3.1    3.1    3.1
  30   58    3.0    3.0    3.0
  30   59    3.0    3.0    3.0
  30   60    3.1    3.1    3.1
  30   61    3.0    3.0    3.0
  30   62    2.8    2.8    2.8
  30   63    2.9    2.9    2.9
  30   64    2.8    2.8    2.8
  30   65    2.7    3.3    2.7
  30   66    2.3    2.3    2.3
  30   67    2.1    2.1    2.1
  30   68    1.6    1.6    1.6
  30   69    2.5   29.4    2.5
  30   70    2.9  110.5    2.9
  30   71    3.0   70.1    3.0
  30   72    1.4    1.4    1.4
  30   73    1.7    1.7    1.7
  30   74    2.7    2.7    2.7
  30   75    3.0    3.0    3.0
  30   76    3.1    3.1    3.1
  30   77    3.4   15.8    3.4
  30   78    3.3   53.0    3.3
  30   79    3.1   40.5    3.1
  30   80    3.4   44.2    3.4
  30   81    3.4   17.6    3.4
  30   82    3.6   94.8    3.6
  30   83    3.5  115.9    3.5
  30   84    3.3   80.7    3.3
  30   85    3.1    3.1    3.1
  30   86    3.5    3.5    3.5
  30   87    3.8   78.6    3.8
  30   88    3.8  153.5    3.8
  30   89    3.8  153.5    3.8
  30   90    3.7  144.1    3.7
  30   91    3.5    3.5    3.5
  30   92    3.4   22.8    3.4
  30   93    2.1  109.8    2.1
  30   94    0.7  118.9    0.7
  30   95    3.3  119.7    3.3
  30   96    4.2    4.2    4.2
  30   97    4.4   22.6    4.4
  30   98    4.5   62.6    4.5
  30   99    4.5   48.1    4.5
  30  100    4.3    4.3    4.3
  31    1    4.0    7.8    4.0
  31    2    4.0   34.6    4.0
  31    3    4.0   65.3    4.0
  31    4    3.9   61.5    3.9
  31    5    3.9   11.5    3.9
  31    6    3.8    3.8    3.8
  31    7    3.7    3.7    3.7
  31    8    3.6   20.9    3.6
  31    9    3.4   72.6    3.4
  31   10    3.1   72.6    3.1
  31   11    2.9   68.2    2.9
  31   12    2.7    7.1    2.7
  31   13    2.8    9.9    2.8
  31   14    2.9    3.4    2.9
  31   15    2.8    5.3    2.8
  31   16    2.7    8.5    2.7
  31   17    2.6    4.6    2.6
  31   18    2.6   12.7    2.6
  31   19    2.7   20.9    2.7
  31   20    2.8   12.9    2.8
  31   21    2.7    4.7    2.7
  31   22    2.7    2.7    2.7
  31   23    2.8    8.6    2.8
  31   24    2.7   22.2    2.7
  31   25    2.7   30.0    2.7
  31   26    2.7   33.7    2.7
  31   27    2.7   41.4    2.7
  31   28    2.7   31.7    2.7
  31   29    2.8   16.3    2.8
  31   30    3.0   33.7    3.0
  31   31    3.1   33.7    3.1
  31   32    3.1   33.7    3.1
  31   33    3.0   33.7    3.0
  31   34    2.9   27.9    2.9
  31   35    2.9    2.9    2.9
  31   36    3.0    5.8    3.0
  31   37    3.1   13.4    3.1
  31   38    3.1   71.1    3.1
  31   39    3.1  161.4    3.1
  31   40    3.1  119.2    3.1
  31   41    3.1   66.4    3.1
  31   42    3.0   24.2    3.0
  31   43    3.0    3.0    3.0
  31   44    3.1   11.6    3.1
  31   45    3.1   22.2    3.1
  31   46    3.2   30.7    3.2
  31   47    3.2   37.0    3.2
  31   48    3.1   37.0    3.1
  31   49    3.0   13.6    3.0
  31   50    3.0   24.3    3.0
  31   51    3.0  116.5    3.0
  31   52    3.1   81.1    3.1
  31   53    3.2   50.1    3.2
  31   54    3.3   65.8    3.3
  31   55    3.2   50.1    3.2
  31   56    3.2    3.2    3.2
  31   57    3.2    3.2    3.2
  31   58    3.1    3.2    3.1
  31   59    3.1    3.1    3.1
  31   60    3.4   40.7    3.4
  31   61    3.4   46.9    3.4
  31   62    2.9    2.9    2.9
  31   63    3.0    3.0    3.0
  31   64    2.9    2.9    2.9
  31   65    2.8    2.8    2.8
  31   66    2.9    2.9    2.9
  31   67    2.9    2.9    2.9
  31   68    2.9    2.9    2.9
  31   69    2.9    2.9    2.9
  31   70    3.0   29.9    3.0
  31   71    3.1   30.0    3.1
  31   72    3.0    3.0    3.0
  31   73    3.0    3.0    3.0
  31   74    3.3    3.3    3.3
  31   75    3.2    3.2    3.2
  31   76    3.3    3.3    3.3
  31   77    3.8   59.4    3.8
  31   78    3.6  102.7    3.6
  31   79    3.5  102.7    3.5
  31   80    3.5   77.9    3.5
  31   81    3.4    3.4    3.4
  31   82    3.6  133.5    3.6
  31   83    3.6  133.8    3.6
  31   84    3.5   57.1    3.5
  31   85    3.3    3.3    3.3
  31   86    3.5    3.5    3.5
  31   87    3.8  100.1    3.8
  31   88    3.9  153.5    3.9
  31   89    3.8  153.5    3.8
  31   90    3.7  116.0    3.7
  31   91    3.6    3.6    3.6
  31   92    3.6   48.5    3.6
  31   93    3.8  183.2    3.8
  31   94    2.2  137.7    2.2
  31   95    3.5  104.6    3.5
  31   96    4.3    4.3    4.3
  31   97    4.4   33.5    4.4
  31   98    4.5   62.6    4.5
  31   99    4.5   49.0    4.5
  31  100    4.4    5.3    4.4
  32    1    3.9   26.4    3.9
  32    2    3.9    3.9    3.9
  32    3    4.0   26.9    4.0
  32    4    4.0   46.1    4.0
  32    5    4.0    7.8    4.0
  32    6    3.9    3.9    3.9
  32    7    3.8    3.8    3.8
  32    8    3.6   29.5    3.6
  32    9    3.3   72.6    3.3
  32   10    3.1   72.6    3.1
  32   11    2.9   50.8    2.9
  32   12    2.7    2.7    2.7
  32   13    2.8    7.8    2.8
  32   14    2.9    8.2    2.9
  32   15    2.8    4.1    2.8
  32   16    2.8    6.5    2.8
  32   17    2.7    7.9    2.7
  32   18    2.7    5.3    2.7
  32   19    2.7   22.9    2.7
  32   20    2.8   35.0    2.8
  32   21    2.8   35.0    2.8
  32   22    2.7   10.8    2.7
  32   23    2.8   16.2    2.8
  32   24    2.6    8.0    2.6
  32   25    2.7    2.7    2.7
  32   26    2.6    7.5    2.6
  32   27    2.6   17.2    2.6
  32   28    2.6   14.7    2.6
  32   29    2.8   22.1    2.8
  32   30    3.0   33.7    3.0
  32   31    3.1   33.7    3.1
  32   32    3.1   33.7    3.1
  32   33    3.1   33.7    3.1
  32   34    3.0   20.3    3.0
  32   35    2.9    2.9    2.9
  32   36    3.0   10.4    3.0
  32   37    3.2    7.2    3.2
  32   38    3.2  108.7    3.2
  32   39    3.1  172.0    3.1
  32   40    3.1  172.0    3.1
  32   41    3.1  172.0    3.1
  32   42    3.0  119.2    3.0
  32   43    3.0    9.1    3.0
  32   44    3.1   23.2    3.1
  32   45    3.2   15.2    3.2
  32   46    3.1    5.1    3.1
  32   47    3.1    7.3    3.1
  32   48    3.0   15.8    3.0
  32   49    2.9    5.0    2.9
  32   50    3.0   52.7    3.0
  32   51    3.0  116.5    3.0
  32   52    3.1   56.6    3.1
  32   53    3.2   65.8    3.2
  32   54    3.2   65.8    3.2
  32   55    3.2   30.6    3.2
  32   56    3.2    3.2    3.2
  32   57    3.3    3.3    3.3
  32   58    3.1    3.1    3.1
  32   59    3.3   15.7    3.3
  32   60    3.5  103.1    3.5
  32   61    3.1   90.5    3.1
  32   62    2.4   15.2    2.4
  32   63    3.6   46.3    3.6
  32   64    3.4   24.8    3.4
  32   65    2.7   12.0    2.7
  32   66    2.8   23.4    2.8
  32   67    2.8    6.8    2.8
  32   68    2.8    2.8    2.8
  32   69    2.9    2.9    2.9
  32   70    3.0    3.0    3.0
  32   71    3.0    3.0    3.0
  32   72    3.2    3.2    3.2
  32   73    3.1    3.1    3.1
  32   74    3.2    3.2    3.2
  32   75    3.2    3.2    3.2
  32   76    3.3    3.3    3.3
  32   77    3.8   16.1    3.8
  32   78    3.6   40.8    3.6
  32   79    3.7   65.6    3.7
  32   80    3.7   78.0    3.7
  32   81    3.5   40.6    3.5
  32   82    3.6  151.7    3.6
  32   83    3.6  151.7    3.6
  32   84    3.6   40.6    3.6
  32   85    3.4    3.4    3.4
  32   86    3.7  125.1    3.7
  32   87    3.9  198.0    3.9
  32   88    3.8  189.7    3.8
  32   89    3.8  172.0    3.8
  32   90    3.7   92.5    3.7
  32   91    3.6    3.6    3.6
  32   92    3.7   59.7    3.7
  32   93    3.9  183.2    3.9
  32   94    3.8  183.2    3.8
  32   95    3.7  138.4    3.7
  32   96    4.3    4.3    4.3
  32   97    4.5   33.5    4.5
  32   98    4.5   62.6    4.5
  32   99    4.4   37.7    4.4
  32  100    4.4    5.0    4.4
  33    1    3.9   17.4    3.9
  33    2    3.9    3.9    3.9
  33    3    3.9    3.9    3.9
  33    4    3.9    3.9    3.9
  33    5    3.9    3.9    3.9
  33    6    3.9    3.9    3.9
  33    7    3.8    3.8    3.8
  33    8    3.7   16.7    3.7
  33    9    3.3   68.3    3.3
  33   10    3.1   72.6    3.1
  33   11    2.9   46.5    2.9
  33   12    2.9   12.3    2.9
  33   13    2.8   29.1    2.8
  33   14    2.8   17.9    2.8
  33   15    2.8    2.8    2.8
  33   16    2.8    2.8    2.8
  33   17    2.8    8.4    2.8
  33   18    2.8    7.9    2.8
  33   19    2.8    4.7    2.8
  33   20    2.8   29.0    2.8
  33   21    2.8   33.0    2.8
  33   22    2.9    5.0    2.9
  33   23    2.9   45.7    2.9
  33   24    2.9   45.7    2.9
  33   25    2.9   32.3    2.9
  33   26    2.8   29.6    2.8
  33   27    2.7   13.4    2.7
  33   28    2.6    5.3    2.6
  33   29    2.6    2.6    2.6
  33   30    2.8    8.6    2.8
  33   31    2.9   16.3    2.9
  33   32    3.0   24.1    3.0
  33   33    3.0   33.7    3.0
  33   34    3.0   12.6    3.0
  33   35    2.9    2.9    2.9
  33   36    3.0   15.9    3.0
  33   37    3.4    5.6    3.4
  33   38    3.4  108.8    3.4
  33   39    3.3  172.0    3.3
  33   40    3.2  172.0    3.2
  33   41    3.0  172.0    3.0
  33   42    3.0   76.9    3.0
  33   43    3.1   19.1    3.1
  33   44    3.2   35.3    3.2
  33   45    3.2   35.3    3.2
  33   46    3.1   35.3    3.1
  33   47    3.1   29.3    3.1
  33   48    3.0   17.1    3.0
  33   49    2.9    2.9    2.9
  33   50    3.0    3.0    3.0
  33   51    3.0   24.3    3.0
  33   52    3.1   18.0    3.1
  33   53    3.2   46.2    3.2
  33   54    3.2   65.8    3.2
  33   55    3.2   15.0    3.2
  33   56    3.3    3.3    3.3
  33   57    3.6    3.6    3.6
  33   58    3.2    3.2    3.2
  33   59    3.4   40.7    3.4
  33   60    3.6  103.1    3.6
  33   61    2.5   46.1    2.5
  33   62    2.1   36.4    2.1
  33   63    3.7   72.0    3.7
  33   64    3.3   33.2    3.3
  33   65    2.8   67.8    2.8
  33   66    2.9  114.8    2.9
  33   67    2.9   34.6    2.9
  33   68    2.9   28.7    2.9
  33   69    2.9   16.8    2.9
  33   70    2.9   21.5    2.9
  33   71    3.0   12.3    3.0
  33   72    3.1    3.1    3.1
  33   73    3.0    3.0    3.0
  33   74    3.0    3.0    3.0
  33   75    3.1    3.1    3.1
  33   76    3.1    3.1    3.1
  33   77    3.4    3.4    3.4
  33   78    3.5    3.5    3.5
  33   79    3.6    3.6    3.6
  33   80    3.7    3.7    3.7
  33   81    3.6   68.4    3.6
  33   82    3.6  151.7    3.6
  33   83    3.5  151.7    3.5
  33   84    3.3   12.5    3.3
  33   85    3.6   27.9    3.6
  33   86    3.9  198.0    3.9
  33   87    3.8  198.0    3.8
  33   88    3.8  198.0    3.8
  33   89    3.7  198.0    3.7
  33   90    3.7  173.7    3.7
  33   91    3.6   40.1    3.6
  33   92    3.7   63.7    3.7
  33   93    3.8  123.8    3.8
  33   94    4.1  123.8    4.1
  33   95    4.2   67.7    4.2
  33   96    4.2    4.2    4.2
