#  i    j     Ez     Tz    Tzl
  77   57    4.2   21.1    4.2
  77   58    4.2   38.4    4.2
  77   59    4.2   31.1    4.2
  77   60    4.2   36.5    4.2
  77   61    4.1    4.1    4.1
  77   62    4.1   11.3    4.1
  77   63    4.1   50.0    4.1
  77   64    4.0   29.2    4.0
  77   65    3.9   35.0    3.9
  77   66    3.7   19.3    3.7
  77   67    3.8    3.8    3.8
  77   68    3.0    3.1    3.0
  77   69    0.5    0.5    0.5
  77   70    0.9    0.9    0.9
  77   71    3.3   23.2    3.3
  77   72    3.9   29.6    3.9
  77   73    4.2    8.2    4.2
  77   74    4.7    4.7    4.7
  77   75    4.8   11.2    4.8
  77   76    5.0   26.2    5.0
  77   77    5.0   36.8    5.0
  77   78    5.0   19.8    5.0
  77   79    5.2   22.1    5.2
  77   80    5.3   35.3    5.3
  77   81    5.5   33.4    5.5
  77   82    5.4   81.5    5.4
  77   83    5.2  138.1    5.2
  77   84    4.8  146.9    4.8
  77   85    4.8  146.9    4.8
  77   86    4.7   22.5    4.7
  77   87    4.8   73.5    4.8
  77   88    4.8  116.5    4.8
  77   89    5.0  142.3    5.0
  77   90    5.0  142.3    5.0
  77   91    5.0  133.7    5.0
  77   92    5.0   39.3    5.0
  77   93    5.0    5.0    5.0
  77   94    4.9    4.9    4.9
  77   95    4.8    4.8    4.8
  77   96    4.8   10.7    4.8
  77   97    4.8   34.4    4.8
  77   98    4.8   24.6    4.8
  77   99    5.0   19.5    5.0
  77  100    4.9   22.3    4.9
  78    1    2.5   23.7    2.5
  78    2    2.6    7.4    2.6
  78    3    2.6    8.4    2.6
  78    4    2.7   10.0    2.7
  78    5    2.8   14.3    2.8
  78    6    3.0   21.1    3.0
  78    7    3.2   15.2    3.2
  78    8    3.4    7.0    3.4
  78    9    3.7   10.9    3.7
  78   10    3.9   12.8    3.9
  78   11    4.2    9.2    4.2
  78   12    4.3   10.8    4.3
  78   13    3.9   10.6    3.9
  78   14    3.5   14.5    3.5
  78   15    3.8   16.7    3.8
  78   16    4.1    5.8    4.1
  78   17    4.3    4.3    4.3
  78   18    2.3    2.3    2.3
  78   19    0.0    0.0    0.0
  78   20    0.7    5.7    0.7
  78   21    2.2   16.8    2.2
  78   22    2.7   19.1    2.7
  78   23    3.0    3.0    3.0
  78   24    3.3   22.5    3.3
  78   25    3.4   80.1    3.4
  78   26    3.5  105.6    3.5
  78   27    3.5   99.2    3.5
  78   28    3.4    3.4    3.4
  78   29    3.4   15.8    3.4
  78   30    3.4    3.4    3.4
  78   31    3.3    3.3    3.3
  78   32    3.1    3.1    3.1
  78   33    3.1    9.8    3.1
  78   34    3.1   28.1    3.1
  78   35    3.0   11.4    3.0
  78   36    3.0    3.0    3.0
  78   37    3.4    3.4    3.4
  78   38    3.6    3.6    3.6
  78   39    3.4    3.4    3.4
  78   40    3.2   27.4    3.2
  78   41    3.3   13.4    3.3
  78   42    3.5   15.1    3.5
  78   43    3.6    3.6    3.6
  78   44    3.7    9.3    3.7
  78   45    3.7    3.7    3.7
  78   46    3.9   14.6    3.9
  78   47    3.9   35.8    3.9
  78   48    3.8   16.2    3.8
  78   49    3.7   19.7    3.7
  78   50    3.9   35.6    3.9
  78   51    3.9   35.6    3.9
  78   52    3.9   31.6    3.9
  78   53    3.9   24.7    3.9
  78   54    3.9    3.9    3.9
  78   55    3.9   10.3    3.9
  78   56    3.9   20.6    3.9
  78   57    4.1   33.4    4.1
  78   58    4.2   33.3    4.2
  78   59    4.2   34.9    4.2
  78   60    4.2   19.6    4.2
  78   61    4.2    4.2    4.2
  78   62    4.2   33.1    4.2
  78   63    4.3   58.3    4.3
  78   64    4.0   20.0    4.0
  78   65    3.8   24.4    3.8
  78   66    3.6   14.9    3.6
  78   67    3.7   13.9    3.7
  78   68    2.0    6.3    2.0
  78   69    0.1    0.1    0.1
  78   70    0.7    0.7    0.7
  78   71    3.7    3.7    3.7
  78   72    4.1    8.2    4.1
  78   73    4.3    4.3    4.3
  78   74    4.6   21.6    4.6
  78   75    4.9   38.9    4.9
  78   76    5.0   38.9    5.0
  78   77    5.0   38.9    5.0
  78   78    5.0   32.5    5.0
  78   79    5.0   10.7    5.0
  78   80    5.1   35.3    5.1
  78   81    5.1   35.3    5.1
  78   82    5.0   96.2    5.0
  78   83    4.9  146.9    4.9
  78   84    4.7  146.9    4.7
  78   85    4.7  146.9    4.7
  78   86    4.6   75.8    4.6
  78   87    4.7    4.7    4.7
  78   88    4.8   47.7    4.8
  78   89    4.9   82.1    4.9
  78   90    4.8   47.7    4.8
  78   91    4.9    4.9    4.9
  78   92    4.9    4.9    4.9
  78   93    4.9    4.9    4.9
  78   94    4.8    4.8    4.8
  78   95    4.7   36.8    4.7
  78   96    4.7   31.1    4.7
  78   97    4.6   50.9    4.6
  78   98    4.8   44.6    4.8
  78   99    5.0   10.3    5.0
  78  100    4.9   19.2    4.9
  79    1    2.5    8.0    2.5
  79    2    2.5    9.0    2.5
  79    3    2.6   22.9    2.6
  79    4    2.7   19.9    2.7
  79    5    2.6   12.9    2.6
  79    6    3.0   15.9    3.0
  79    7    3.2   12.9    3.2
  79    8    3.4   17.9    3.4
  79    9    3.5   16.2    3.5
  79   10    3.7   22.5    3.7
  79   11    3.8   16.8    3.8
  79   12    3.8   14.1    3.8
  79   13    3.6   14.4    3.6
  79   14    3.3   20.9    3.3
  79   15    3.4   32.7    3.4
  79   16    3.5    9.2    3.5
  79   17    3.6    3.6    3.6
  79   18    3.4   16.5    3.4
  79   19    1.5   12.6    1.5
  79   20    0.2    0.2    0.2
  79   21    0.0    0.0    0.0
  79   22    0.8    2.6    0.8
  79   23    2.1    3.5    2.1
  79   24    2.9   21.6    2.9
  79   25    3.2   11.8    3.2
  79   26    3.3   30.5    3.3
  79   27    3.3   41.7    3.3
  79   28    3.3   28.2    3.3
  79   29    3.5   69.5    3.5
  79   30    3.4   19.9    3.4
  79   31    3.3   13.7    3.3
  79   32    3.0    3.0    3.0
  79   33    1.7    1.7    1.7
  79   34    1.8    1.8    1.8
  79   35    2.9    4.8    2.9
  79   36    3.0    3.0    3.0
  79   37    3.3    3.3    3.3
  79   38    3.6    3.6    3.6
  79   39    3.3   18.9    3.3
  79   40    3.2   18.8    3.2
  79   41    3.2   13.6    3.2
  79   42    3.3   10.4    3.3
  79   43    3.4   11.6    3.4
  79   44    3.5   20.4    3.5
  79   45    3.6    8.0    3.6
  79   46    3.7   26.7    3.7
  79   47    3.7   15.0    3.7
  79   48    3.8    9.7    3.8
  79   49    3.9   35.6    3.9
  79   50    3.9   35.6    3.9
  79   51    4.0   35.6    4.0
  79   52    4.0   35.6    4.0
  79   53    4.0  151.6    4.0
  79   54    4.0  149.6    4.0
  79   55    4.0   45.6    4.0
  79   56    4.0    4.0    4.0
  79   57    4.1    9.4    4.1
  79   58    4.1   23.4    4.1
  79   59    4.2   33.0    4.2
  79   60    4.2    6.1    4.2
  79   61    4.2    7.8    4.2
  79   62    4.3   58.3    4.3
  79   63    4.2   34.0    4.2
  79   64    4.0   16.5    4.0
  79   65    3.8   34.3    3.8
  79   66    3.6   11.3    3.6
  79   67    4.0   23.5    4.0
  79   68    1.3    3.3    1.3
  79   69    0.2    0.2    0.2
  79   70    1.5    5.7    1.5
  79   71    3.4   17.0    3.4
  79   72    3.9   23.5    3.9
  79   73    4.2   14.0    4.2
  79   74    4.5   20.5    4.5
  79   75    4.7   38.9    4.7
  79   76    4.9   38.9    4.9
  79   77    4.9   38.9    4.9
  79   78    4.9   38.9    4.9
  79   79    4.9   11.3    4.9
  79   80    4.9   29.6    4.9
  79   81    4.9   35.3    4.9
  79   82    4.8   80.3    4.8
  79   83    4.8  146.9    4.8
  79   84    4.7  146.9    4.7
  79   85    4.7  138.0    4.7
  79   86    4.6   66.9    4.6
  79   87    4.6    4.6    4.6
  79   88    4.6    4.6    4.6
  79   89    4.7    4.7    4.7
  79   90    4.8   11.8    4.8
  79   91    4.8   29.3    4.8
  79   92    4.8   50.4    4.8
  79   93    4.7   36.3    4.7
  79   94    4.7    4.7    4.7
  79   95    4.6   48.1    4.6
  79   96    4.6   54.8    4.6
  79   97    4.6   11.8    4.6
  79   98    4.7    8.0    4.7
  79   99    4.9   11.2    4.9
  79  100    4.8   27.0    4.8
  80    1    2.4    7.0    2.4
  80    2    2.4   18.0    2.4
  80    3    2.6   17.4    2.6
  80    4    2.6   11.7    2.6
  80    5    2.6   13.6    2.6
  80    6    2.8   18.7    2.8
  80    7    3.2   19.7    3.2
  80    8    3.4    8.4    3.4
  80    9    3.4   18.5    3.4
  80   10    3.5   27.2    3.5
  80   11    3.3   18.6    3.3
  80   12    3.3    9.3    3.3
  80   13    3.2    9.8    3.2
  80   14    3.1   16.0    3.1
  80   15    3.2   30.7    3.2
  80   16    3.1    3.1    3.1
  80   17    3.1   31.1    3.1
  80   18    3.3   18.1    3.3
  80   19    2.9   14.1    2.9
  80   20    2.5    7.0    2.5
  80   21    0.9    7.2    0.9
  80   22    0.1    0.1    0.1
  80   23    0.8    0.8    0.8
  80   24    1.0    9.9    1.0
  80   25    2.1   24.3    2.1
  80   26    2.9   28.4    2.9
  80   27    3.3    3.3    3.3
  80   28    3.3   11.5    3.3
  80   29    3.4   28.2    3.4
  80   30    3.2   21.9    3.2
  80   31    3.2   14.9    3.2
  80   32    3.2   35.0    3.2
  80   33    3.0   12.7    3.0
  80   34    2.0    2.0    2.0
  80   35    1.2    1.2    1.2
  80   36    3.0    3.0    3.0
  80   37    3.3    3.3    3.3
  80   38    3.2    3.2    3.2
  80   39    3.1   30.4    3.1
  80   40    3.2   36.6    3.2
  80   41    3.2   47.9    3.2
  80   42    3.2    9.2    3.2
  80   43    3.3    7.0    3.3
  80   44    3.4   13.2    3.4
  80   45    3.4   12.9    3.4
  80   46    3.5   24.5    3.5
  80   47    3.7   13.0    3.7
  80   48    3.7   23.6    3.7
  80   49    3.9   35.6    3.9
  80   50    3.9   35.6    3.9
  80   51    4.0   35.6    4.0
  80   52    3.9   86.2    3.9
  80   53    4.0  170.4    4.0
  80   54    4.0  170.4    4.0
  80   55    4.1   45.6    4.1
  80   56    4.0    4.0    4.0
  80   57    3.9    5.6    3.9
  80   58    4.0    4.0    4.0
  80   59    4.1    4.1    4.1
  80   60    4.1    4.1    4.1
  80   61    4.2   15.0    4.2
  80   62    4.2   43.8    4.2
  80   63    4.1   22.9    4.1
  80   64    3.9   31.5    3.9
  80   65    3.8   32.4    3.8
  80   66    3.6    6.1    3.6
  80   67    4.2   35.8    4.2
  80   68    0.4    0.4    0.4
  80   69    0.1    0.1    0.1
  80   70    2.0    7.3    2.0
  80   71    3.2   26.1    3.2
  80   72    3.9   13.2    3.9
  80   73    4.1   21.9    4.1
  80   74    4.5   29.9    4.5
  80   75    4.7   28.2    4.7
  80   76    4.9   38.9    4.9
  80   77    4.9   38.9    4.9
  80   78    4.9   38.9    4.9
  80   79    4.9   24.0    4.9
  80   80    4.9   18.2    4.9
  80   81    4.8   35.3    4.8
  80   82    4.8   45.4    4.8
  80   83    4.7   75.8    4.7
  80   84    4.7   49.1    4.7
  80   85    4.6    4.6    4.6
  80   86    4.6    4.6    4.6
  80   87    4.6    4.6    4.6
  80   88    4.6   19.1    4.6
  80   89    4.6   38.7    4.6
  80   90    4.8   19.2    4.8
  80   91    5.0   60.9    5.0
  80   92    4.7   57.4    4.7
  80   93    4.7   47.4    4.7
  80   94    4.6   10.3    4.6
  80   95    4.5   16.5    4.5
  80   96    4.5   25.3    4.5
  80   97    4.6    9.1    4.6
  80   98    4.7   15.9    4.7
  80   99    4.7   11.1    4.7
  80  100    4.8   11.4    4.8
  81    1    2.3    3.6    2.3
  81    2    2.4    4.6    2.4
  81    3    2.4   11.9    2.4
  81    4    2.4   16.7    2.4
  81    5    2.4   34.1    2.4
  81    6    2.9   21.9    2.9
  81    7    3.0   12.9    3.0
  81    8    3.3   13.5    3.3
  81    9    3.2   16.2    3.2
  81   10    3.2   18.9    3.2
  81   11    3.1   18.6    3.1
  81   12    3.1   15.3    3.1
  81   13    3.2   14.0    3.2
  81   14    2.8   14.3    2.8
  81   15    2.8    7.5    2.8
  81   16    2.8    2.8    2.8
  81   17    2.9   37.3    2.9
  81   18    2.9   25.4    2.9
  81   19    2.8   11.5    2.8
  81   20    2.8   14.0    2.8
  81   21    2.7   10.6    2.7
  81   22    1.9   19.0    1.9
  81   23    0.9    6.4    0.9
  81   24    0.1    0.1    0.1
  81   25    0.1    0.1    0.1
  81   26    2.2    7.3    2.2
  81   27    3.7    8.8    3.7
  81   28    3.3   27.1    3.3
  81   29    3.2   15.2    3.2
  81   30    3.2   11.0    3.2
  81   31    3.1   23.4    3.1
  81   32    3.1   49.5    3.1
  81   33    3.1   22.7    3.1
  81   34    3.2   22.1    3.2
  81   35    3.3   11.6    3.3
  81   36    3.2    3.2    3.2
  81   37    3.3    3.3    3.3
  81   38    3.3    3.3    3.3
  81   39    3.5   11.2    3.5
  81   40    3.3   35.0    3.3
  81   41    3.2   39.0    3.2
  81   42    3.2   55.6    3.2
  81   43    3.2   46.9    3.2
  81   44    3.3    7.1    3.3
  81   45    3.4   11.1    3.4
  81   46    3.5   11.3    3.5
  81   47    3.5   11.5    3.5
  81   48    3.5   35.6    3.5
  81   49    3.8   35.6    3.8
  81   50    3.9   35.6    3.9
  81   51    3.9   35.6    3.9
  81   52    3.9  153.6    3.9
  81   53    3.9  170.4    3.9
  81   54    4.0  128.8    4.0
  81   55    4.1    4.1    4.1
  81   56    4.1   59.7    4.1
  81   57    4.0   11.3    4.0
  81   58    3.9   10.2    3.9
  81   59    4.0    4.0    4.0
  81   60    4.0    4.0    4.0
  81   61    4.0    4.0    4.0
  81   62    3.9   13.4    3.9
  81   63    4.0   32.8    4.0
  81   64    3.8   27.3    3.8
  81   65    3.8   21.2    3.8
  81   66    3.8   16.1    3.8
  81   67    3.6   22.9    3.6
  81   68    0.2    0.2    0.2
  81   69    0.2    0.2    0.2
  81   70    2.8    8.5    2.8
  81   71    3.5   27.7    3.5
  81   72    4.0    4.0    4.0
  81   73    4.1   31.8    4.1
  81   74    4.4   37.5    4.4
  81   75    4.6   21.0    4.6
  81   76    4.9   38.9    4.9
  81   77    4.9   38.9    4.9
  81   78    4.9   38.9    4.9
  81   79    4.9   34.6    4.9
  81   80    4.8    8.6    4.8
  81   81    4.8   14.3    4.8
  81   82    4.8    4.8    4.8
  81   83    4.8    4.8    4.8
  81   84    4.6    9.6    4.6
  81   85    4.7   39.9    4.7
  81   86    4.7   96.5    4.7
  81   87    4.7  103.0    4.7
  81   88    4.7   11.9    4.7
  81   89    4.6   37.0    4.6
  81   90    4.7   20.4    4.7
  81   91    4.7   43.4    4.7
  81   92    4.7   29.9    4.7
  81   93    4.7    7.5    4.7
  81   94    4.4    4.4    4.4
  81   95    4.4    4.4    4.4
  81   96    4.4   32.5    4.4
  81   97    4.6   27.5    4.6
  81   98    4.6   10.2    4.6
  81   99    4.7    7.0    4.7
  81  100    4.7   17.5    4.7
  82    1    2.4   12.1    2.4
  82    2    2.5    9.0    2.5
  82    3    2.5   12.8    2.5
  82    4    2.4    2.4    2.4
  82    5    2.5    6.3    2.5
  82    6    2.7   17.9    2.7
  82    7    2.9   17.9    2.9
  82    8    3.0   16.9    3.0
  82    9    3.2   24.1    3.2
  82   10    3.2   13.7    3.2
  82   11    3.3   18.6    3.3
  82   12    3.2    9.6    3.2
  82   13    3.1    9.7    3.1
  82   14    2.9    5.1    2.9
  82   15    2.8   31.0    2.8
  82   16    2.9    2.9    2.9
  82   17    2.9   26.0    2.9
  82   18    2.9   15.5    2.9
  82   19    3.0   22.2    3.0
  82   20    3.0   23.3    3.0
  82   21    2.9   18.0    2.9
  82   22    2.6    9.1    2.6
  82   23    2.6   10.1    2.6
  82   24    2.1   10.1    2.1
  82   25    0.9    0.9    0.9
  82   26    2.0    2.0    2.0
  82   27    1.0    1.0    1.0
  82   28    1.1   12.6    1.1
  82   29    2.6   25.8    2.6
  82   30    3.1   31.8    3.1
  82   31    3.0   15.6    3.0
  82   32    3.0   17.7    3.0
  82   33    3.1   12.9    3.1
  82   34    3.3   35.1    3.3
  82   35    3.3   26.3    3.3
  82   36    3.3    3.3    3.3
  82   37    3.3    3.3    3.3
  82   38    3.2    3.2    3.2
  82   39    3.5    3.5    3.5
  82   40    3.4    3.4    3.4
  82   41    3.2    3.2    3.2
  82   42    3.2   46.9    3.2
  82   43    3.3   55.6    3.3
  82   44    3.3    8.4    3.3
  82   45    3.4   22.7    3.4
  82   46    3.4   10.5    3.4
  82   47    3.4    9.4    3.4
  82   48    3.5   27.6    3.5
  82   49    3.7   35.6    3.7
  82   50    3.8   35.6    3.8
  82   51    3.8   86.2    3.8
  82   52    3.9  170.4    3.9
  82   53    4.1  170.4    4.1
  82   54    4.2   45.8    4.2
  82   55    4.1   48.6    4.1
  82   56    4.1  182.0    4.1
  82   57    4.0  159.7    4.0
  82   58    3.9   26.9    3.9
  82   59    4.0    4.0    4.0
  82   60    4.1   37.0    4.1
  82   61    4.2   17.3    4.2
  82   62    3.9    3.9    3.9
  82   63    3.8    5.7    3.8
  82   64    3.6   23.2    3.6
  82   65    3.7   15.3    3.7
  82   66    3.7   18.4    3.7
  82   67    2.3    9.6    2.3
  82   68    0.1    0.1    0.1
  82   69    0.6    0.6    0.6
  82   70    3.1   14.4    3.1
  82   71    3.6   25.4    3.6
  82   72    4.1   13.6    4.1
  82   73    4.2   53.5    4.2
  82   74    4.4   64.5    4.4
  82   75    4.6   38.3    4.6
  82   76    4.7   36.8    4.7
  82   77    4.8   28.2    4.8
  82   78    4.9   17.6    4.9
  82   79    4.8    4.8    4.8
  82   80    4.8    4.8    4.8
  82   81    4.7   11.3    4.7
  82   82    4.8   50.5    4.8
  82   83    4.8   89.7    4.8
  82   84    4.8   23.8    4.8
  82   85    4.7   52.4    4.7
  82   86    4.5  109.6    4.5
  82   87    4.6  109.6    4.6
  82   88    4.6   30.9    4.6
  82   89    4.7   15.8    4.7
  82   90    4.8   24.4    4.8
  82   91    4.8   15.8    4.8
  82   92    4.7   28.0    4.7
  82   93    4.7   16.2    4.7
  82   94    4.6   30.0    4.6
  82   95    4.5    4.5    4.5
  82   96    4.6   26.8    4.6
  82   97    4.6   22.4    4.6
  82   98    4.6   14.8    4.6
  82   99    4.6   12.8    4.6
  82  100    4.6   11.7    4.6
  83    1    2.3   23.5    2.3
  83    2    2.4   10.1    2.4
  83    3    2.4   19.3    2.4
  83    4    2.4   15.6    2.4
  83    5    2.5   15.9    2.5
  83    6    2.6    5.5    2.6
  83    7    2.8    3.3    2.8
  83    8    3.0    6.6    3.0
  83    9    3.2    6.3    3.2
  83   10    3.2    3.2    3.2
  83   11    3.3    3.3    3.3
  83   12    3.2    3.2    3.2
  83   13    3.0    3.0    3.0
  83   14    2.9    2.9    2.9
  83   15    2.7   17.8    2.7
  83   16    2.8    2.8    2.8
  83   17    2.9   30.4    2.9
  83   18    3.0   13.6    3.0
  83   19    3.1   10.5    3.1
  83   20    3.1    9.9    3.1
  83   21    3.0   12.3    3.0
  83   22    2.8   21.6    2.8
  83   23    2.6   20.7    2.6
  83   24    2.6   10.6    2.6
  83   25    3.0   12.0    3.0
  83   26    3.7    3.7    3.7
  83   27    1.4    4.4    1.4
  83   28    0.0    0.0    0.0
  83   29    0.0    0.0    0.0
  83   30    1.1   11.7    1.1
  83   31    2.7   29.9    2.7
  83   32    3.2   29.3    3.2
  83   33    3.2   20.5    3.2
  83   34    3.4   16.1    3.4
  83   35    3.5    9.8    3.5
  83   36    3.5    3.5    3.5
  83   37    3.4   26.5    3.4
  83   38    3.4   26.5    3.4
  83   39    3.3   11.0    3.3
  83   40    3.2    3.2    3.2
  83   41    1.1    1.1    1.1
  83   42    1.7    1.7    1.7
  83   43    3.1    3.1    3.1
  83   44    3.3    3.3    3.3
  83   45    3.4    3.4    3.4
  83   46    3.5   21.7    3.5
  83   47    3.5  133.2    3.5
  83   48    3.4   72.6    3.4
  83   49    3.4   28.2    3.4
  83   50    3.6   15.6    3.6
  83   51    3.7  141.1    3.7
  83   52    3.9  170.4    3.9
  83   53    3.9  128.8    3.9
  83   54    3.9    3.9    3.9
  83   55    3.8  137.4    3.8
  83   56    4.0  182.0    4.0
  83   57    4.0  159.8    4.0
  83   58    4.0    4.0    4.0
  83   59    4.1   10.6    4.1
  83   60    4.2  102.9    4.2
  83   61    4.2  109.5    4.2
  83   62    4.1   24.9    4.1
  83   63    4.0   15.5    4.0
  83   64    3.7    3.7    3.7
  83   65    3.8    3.8    3.8
  83   66    4.1    4.1    4.1
  83   67    1.5    1.5    1.5
  83   68    0.2    0.2    0.2
  83   69    0.3    0.3    0.3
  83   70    3.6   13.2    3.6
  83   71    3.6   13.5    3.6
  83   72    4.1   30.5    4.1
  83   73    4.4   64.5    4.4
  83   74    4.5   53.3    4.5
  83   75    4.6   27.1    4.6
  83   76    4.7    4.7    4.7
  83   77    4.7    4.7    4.7
  83   78    4.7    9.7    4.7
  83   79    4.8   39.5    4.8
  83   80    4.7   59.4    4.7
  83   81    4.7   37.4    4.7
  83   82    4.8  109.3    4.8
  83   83    4.8  109.3    4.8
  83   84    4.7   50.5    4.7
  83   85    4.6    4.6    4.6
  83   86    4.6   50.6    4.6
  83   87    4.6   55.7    4.6
  83   88    4.7   65.4    4.7
  83   89    4.8   19.8    4.8
  83   90    4.8   39.1    4.8
  83   91    4.8   14.6    4.8
  83   92    4.7   21.5    4.7
  83   93    4.8   23.4    4.8
  83   94    4.7   36.3    4.7
  83   95    4.7   12.6    4.7
  83   96    4.6    8.2    4.6
  83   97    4.6   15.3    4.6
  83   98    4.6    8.2    4.6
  83   99    4.6   18.9    4.6
  83  100    4.5   17.4    4.5
  84    1    2.2   11.4    2.2
  84    2    2.2    7.0    2.2
  84    3    2.2    6.9    2.2
  84    4    2.5   13.5    2.5
  84    5    2.6   14.1    2.6
  84    6    2.9   14.3    2.9
  84    7    2.9    6.2    2.9
  84    8    3.1   24.8    3.1
  84    9    3.3   17.7    3.3
  84   10    3.3   15.8    3.3
  84   11    3.1    3.1    3.1
  84   12    2.8   19.7    2.8
  84   13    2.7   14.0    2.7
  84   14    2.8   17.0    2.8
  84   15    2.7   14.1    2.7
  84   16    2.7    2.7    2.7
  84   17    3.0   13.4    3.0
  84   18    3.0   16.3    3.0
  84   19    3.0   21.2    3.0
  84   20    3.0   36.9    3.0
  84   21    3.0   13.0    3.0
  84   22    2.8   10.3    2.8
  84   23    2.8   13.7    2.8
  84   24    2.7   16.9    2.7
  84   25    2.8   30.6    2.8
  84   26    2.9    9.8    2.9
  84   27    2.5   13.2    2.5
  84   28    1.7   10.1    1.7
  84   29    0.6    5.8    0.6
  84   30    0.1    0.1    0.1
  84   31    1.5    1.5    1.5
  84   32    4.3   12.7    4.3
  84   33    4.3   32.6    4.3
  84   34    4.3    4.3    4.3
  84   35    4.1    4.1    4.1
  84   36    3.8    7.6    3.8
  84   37    3.5   34.2    3.5
  84   38    3.2   34.2    3.2
  84   39    3.1   16.5    3.1
  84   40    3.1   11.3    3.1
  84   41    2.9   10.6    2.9
  84   42    2.0    2.0    2.0
  84   43    1.7    1.7    1.7
  84   44    2.9    2.9    2.9
  84   45    3.3    3.3    3.3
  84   46    3.4   72.6    3.4
  84   47    3.5  141.8    3.5
  84   48    3.4  141.8    3.4
  84   49    3.4  133.2    3.4
  84   50    3.4   12.1    3.4
  84   51    3.4   13.8    3.4
  84   52    3.5   86.9    3.5
  84   53    3.7   45.4    3.7
  84   54    3.8   48.3    3.8
  84   55    4.0  182.0    4.0
  84   56    4.0  182.0    4.0
  84   57    4.0   70.8    4.0
  84   58    4.0    4.0    4.0
  84   59    4.1   56.8    4.1
  84   60    4.1  109.5    4.1
  84   61    4.1   83.2    4.1
  84   62    4.0   25.1    4.0
  84   63    4.0   34.7    4.0
  84   64    3.9   21.2    3.9
  84   65    3.8    3.8    3.8
  84   66    4.4    4.4    4.4
  84   67    3.7    3.7    3.7
  84   68    0.5    0.5    0.5
  84   69    1.4    1.4    1.4
  84   70    4.3    4.3    4.3
  84   71    4.3    4.3    4.3
  84   72    4.5    8.2    4.5
  84   73    4.5   12.0    4.5
  84   74    4.6    4.6    4.6
  84   75    4.7    8.5    4.7
  84   76    4.6    9.3    4.6
  84   77    4.6   20.3    4.6
  84   78    4.6   41.4    4.6
  84   79    4.7   84.2    4.7
  84   80    4.7   84.2    4.7
  84   81    4.7   19.6    4.7
  84   82    4.7   76.6    4.7
  84   83    4.7   57.4    4.7
  84   84    4.6   59.6    4.6
  84   85    4.8    4.8    4.8
  84   86    5.2    6.3    5.2
  84   87    4.9  103.3    4.9
  84   88    4.8  126.0    4.8
  84   89    4.7   19.9    4.7
  84   90    4.7   31.1    4.7
  84   91    4.7   21.0    4.7
  84   92    4.8   13.9    4.8
  84   93    4.8   18.5    4.8
  84   94    4.7   28.4    4.7
  84   95    4.7   12.6    4.7
  84   96    4.7    4.7    4.7
  84   97    4.6   18.4    4.6
  84   98    4.6   26.9    4.6
  84   99    4.6   27.0    4.6
  84  100    4.6   27.0    4.6
  85    1    2.1   10.5    2.1
  85    2    2.2   20.8    2.2
  85    3    2.3    6.7    2.3
  85    4    2.6    2.6    2.6
  85    5    2.7    4.1    2.7
  85    6    3.0    9.7    3.0
  85    7    2.9    6.8    2.9
  85    8    3.1   16.4    3.1
  85    9    3.2   19.9    3.2
  85   10    3.2   12.6    3.2
  85   11    3.2    3.2    3.2
  85   12    2.7   25.3    2.7
  85   13    2.6   17.7    2.6
  85   14    2.7   48.3    2.7
  85   15    2.8   25.5    2.8
  85   16    2.8    6.3    2.8
  85   17    2.9   11.2    2.9
  85   18    3.0    5.0    3.0
  85   19    2.9    7.2    2.9
  85   20    2.9   27.5    2.9
  85   21    2.9   13.1    2.9
  85   22    2.9   15.3    2.9
  85   23    2.8   13.7    2.8
  85   24    2.7    8.1    2.7
  85   25    2.6   11.5    2.6
  85   26    2.6   24.7    2.6
  85   27    2.6   10.2    2.6
  85   28    2.6    2.6    2.6
  85   29    2.5    7.4    2.5
  85   30    2.2   15.1    2.2
  85   31    1.2   10.3    1.2
  85   32    0.4    0.4    0.4
  85   33    2.9    2.9    2.9
  85   34    5.0    5.0    5.0
  85   35    4.8    4.8    4.8
  85   36    3.9    4.5    3.9
  85   37    3.3   15.0    3.3
  85   38    3.0   18.8    3.0
  85   39    3.1    6.5    3.1
  85   40    3.1   23.3    3.1
  85   41    3.1   34.0    3.1
  85   42    3.1   24.4    3.1
  85   43    3.2   13.8    3.2
  85   44    3.0    3.0    3.0
  85   45    3.2    3.2    3.2
  85   46    3.3    3.3    3.3
  85   47    3.3   37.9    3.3
  85   48    3.3  107.2    3.3
  85   49    3.5   89.9    3.5
  85   50    3.4   18.8    3.4
  85   51    3.4   13.5    3.4
  85   52    3.4    5.3    3.4
  85   53    3.5    5.4    3.5
  85   54    3.8   81.7    3.8
  85   55    3.9  182.0    3.9
  85   56    3.9  159.7    3.9
  85   57    4.1    4.1    4.1
  85   58    4.1    4.1    4.1
  85   59    4.2  102.9    4.2
  85   60    4.2  109.5    4.2
  85   61    4.2   32.1    4.2
  85   62    4.1   22.1    4.1
  85   63    4.0   34.7    4.0
  85   64    3.8   13.6    3.8
  85   65    4.0    4.0    4.0
  85   66    3.7    3.7    3.7
  85   67    1.0    1.0    1.0
  85   68    0.4    0.4    0.4
  85   69    2.0    2.0    2.0
  85   70    4.6    4.6    4.6
  85   71    4.5    4.5    4.5
  85   72    4.5    8.3    4.5
  85   73    4.6   11.2    4.6
  85   74    4.9   26.0    4.9
  85   75    4.8   33.6    4.8
  85   76    4.7   16.9    4.7
  85   77    4.6   20.1    4.6
  85   78    4.6   27.6    4.6
